model,trial,value_mean,value_std
lightgbm,13,0.8630735100375299,0.0304123591554009
lightgbm,14,0.8803648730891469,0.02680252826845652
lightgbm,15,0.49622641509433957,0.00462167875996826
lightgbm,16,0.49622641509433957,0.00462167875996826
lightgbm,17,0.8918769768721905,0.03867534915651748
lightgbm,18,0.49622641509433957,0.00462167875996826
lightgbm,19,0.49622641509433957,0.00462167875996826
lightgbm,20,0.8153393147323623,0.051579258208763384
lightgbm,21,0.8896669082338118,0.037552460671677536
lightgbm,22,0.9032905380395247,0.035148677248202836
lightgbm,23,0.8935528477449111,0.03809931978331249
lightgbm,24,0.8975556278864177,0.04518393770833021
lightgbm,25,0.8968352145175909,0.04155137514186954
lightgbm,26,0.8239217621984117,0.047135991097248225
lightgbm,27,0.9124752039954768,0.03419821341003265
lightgbm,28,0.8767103343257204,0.02613780618508563
lightgbm,29,0.8245129963841153,0.07068279673263672
lightgbm,30,0.49622641509433957,0.00462167875996826
lightgbm,31,0.9024586062489075,0.04054692409711248
lightgbm,32,0.909173851542285,0.032754331622017616
lightgbm,33,0.898005541078659,0.03841167277322631
lightgbm,34,0.8844631555915139,0.04707707101482827
lightgbm,35,0.8165064308823717,0.06033291261460127
lightgbm,36,0.9024448231223389,0.037525077456874306
lightgbm,37,0.8834600149541941,0.047668867911685994
lightgbm,38,0.8957890498093676,0.03669126306614328
lightgbm,39,0.49622641509433957,0.00462167875996826
lightgbm,40,0.8808820816929364,0.03081470155799429
lightgbm,41,0.9036166357074045,0.035369643295878404
lightgbm,42,0.9049466720374408,0.03553170905886956
lightgbm,43,0.8617392126507006,0.03892835814738357
lightgbm,44,0.49622641509433957,0.00462167875996826
lightgbm,45,0.49622641509433957,0.00462167875996826
lightgbm,46,0.9031408376778138,0.034726558159328694
lightgbm,47,0.8794515366351305,0.03282134950705267
lightgbm,48,0.8218900064017237,0.05275317219854936
lightgbm,49,0.9118917661463757,0.03199346305569466
lightgbm,50,0.8230349322163667,0.05916213691073077
lightgbm,51,0.9124227718855563,0.03789647735966574
lightgbm,52,0.8926321408753009,0.03976956342778065
lightgbm,53,0.8912261029445018,0.04091178780148902
lightgbm,54,0.8849994150731838,0.04773934339566401
lightgbm,55,0.9079571443639859,0.032621712586164975
lightgbm,56,0.8905097965813624,0.04015935889491142
lightgbm,57,0.49622641509433957,0.00462167875996826
lightgbm,58,0.9130664126282968,0.03301699461903987
lightgbm,59,0.49622641509433957,0.00462167875996826
lightgbm,60,0.8953720568884986,0.0327294693797216
lightgbm,61,0.8885345533851219,0.039130731823712524
lightgbm,62,0.9083360159218057,0.0352002348501806
lightgbm,63,0.9138082993413074,0.03358418710869149
lightgbm,64,0.9098555033309179,0.031526978829722344
lightgbm,65,0.8929310274418321,0.037058035318104324
lightgbm,66,0.9095829655413776,0.03209122385990325
lightgbm,67,0.9035002043933813,0.037897004312337175
lightgbm,68,0.8864846868355208,0.04107101370672952
lightgbm,69,0.8152885264803308,0.0429711278275635
lightgbm,70,0.908468596714115,0.03326459381414665
lightgbm,71,0.8937452972436045,0.04153584791642585
lightgbm,72,0.9137562773478265,0.03814424633025752
lightgbm,73,0.906701032820344,0.03654513331433491
lightgbm,74,0.8852006432869475,0.048588470558706014
lightgbm,75,0.9102944309171394,0.033759690191504425
lightgbm,76,0.8908294902659659,0.04019686931240278
lightgbm,77,0.8993016556779354,0.03273163038906103
lightgbm,78,0.8761154965836591,0.03503909429558348
lightgbm,79,0.8804905326379107,0.0384719137678855
lightgbm,80,0.914658285527102,0.0376196910792456
lightgbm,81,0.9123764606263242,0.042964881605195966
lightgbm,82,0.8930242125219916,0.03485998514902284
lightgbm,83,0.9132223342389306,0.03460854942974805
lightgbm,84,0.49622641509433957,0.00462167875996826
lightgbm,85,0.8927017625664299,0.039260138027598285
lightgbm,86,0.8941784249421658,0.039830089979932544
lightgbm,87,0.914352322527432,0.038295535378957156
lightgbm,88,0.9108579771356332,0.032612715196292795
lightgbm,89,0.8809286846061262,0.03739880872753861
lightgbm,90,0.8927140134300627,0.03884226609269111
lightgbm,91,0.9208800193930781,0.03785334368337377
lightgbm,92,0.9153923995796104,0.03013675436850132
lightgbm,93,0.9016603768568517,0.03748408566402491
lightgbm,94,0.8893782981860037,0.04040629617421922
lightgbm,95,0.9056498368581577,0.032036379931498604
lightgbm,96,0.9094569946319886,0.03213809799634841
lightgbm,97,0.8803648730891469,0.02680252826845652
lightgbm,98,0.8836035949747509,0.04175838552755643
lightgbm,99,0.9174824927236218,0.0371461753681387
xgboost,0,0.8981457039238713,0.032604880300723255
xgboost,1,0.8935029850299617,0.03801743364322567
xgboost,2,0.8978247841723647,0.032453345784841076
xgboost,3,0.8950999761049172,0.0388020620440342
xgboost,4,0.8623095906435895,0.04941307527792663
xgboost,5,0.892918773662861,0.03832123544263045
xgboost,6,0.9001468534882806,0.03309947463641652
xgboost,7,0.877284303479434,0.042822851819264464
xgboost,8,0.8941673553572953,0.03565755352676498
xgboost,9,0.8943074234063397,0.03419501156319455
xgboost,10,0.8860359709196379,0.03920421468587209
xgboost,11,0.900405611930206,0.032270343317100346
xgboost,12,0.9011782477936695,0.03139182132202614
xgboost,13,0.8998978324251038,0.03203515401630347
xgboost,14,0.8940790256257616,0.03786595002802446
xgboost,15,0.8912238311189385,0.038456872865501805
xgboost,16,0.894937031389607,0.03364044705046696
xgboost,17,0.9008025273614428,0.032387489503740964
xgboost,18,0.8412909661037323,0.054603188222989
xgboost,19,0.8889364137417253,0.0387106952751374
xgboost,20,0.8916068577293716,0.037182397782231216
xgboost,21,0.8996952968965075,0.03319891672176315
xgboost,22,0.8988706237124238,0.03442046153427083
xgboost,23,0.8987620592436636,0.03382245166470035
xgboost,24,0.9000947651922291,0.03127485848315437
xgboost,25,0.9001755776145248,0.03435687217951995
xgboost,26,0.8987207737460853,0.03344351857323943
xgboost,27,0.8951222521260703,0.033145654482950995
xgboost,28,0.8145556848026339,0.07671703104488772
xgboost,29,0.9003782744928195,0.03060690710695642
xgboost,30,0.8990062962771385,0.031557212882973265
xgboost,31,0.9002350275937001,0.03244531089333951
xgboost,32,0.9004956221737972,0.03239222440259725
xgboost,33,0.8990714898750227,0.032275655957165444
xgboost,34,0.8931572306364343,0.035502650699963396
xgboost,35,0.8943223653298826,0.034189942727533056
xgboost,36,0.8988949489272094,0.0331366634571571
xgboost,37,0.8951020859360866,0.03475801185869064
xgboost,38,0.894106770872931,0.037654707482677546
xgboost,39,0.8993505885636297,0.033670314777267216
xgboost,40,0.898095115968218,0.031430882988051835
xgboost,41,0.8972183242587413,0.03201782339627123
xgboost,42,0.8983424294583193,0.036522550789098836
xgboost,43,0.8971791642516361,0.03654951191304444
xgboost,44,0.8973799396113741,0.033564316146094945
xgboost,45,0.8987156269273342,0.033303124527469044
xgboost,46,0.901310147580441,0.032153702637842
xgboost,47,0.8975922888256047,0.0318954090872737
xgboost,48,0.8968779702510707,0.03228331424878693
xgboost,49,0.9008685956408151,0.03250495283726979
xgboost,50,0.8947641053204324,0.03350056154704856
xgboost,51,0.8960627480715214,0.03342694446814539
xgboost,52,0.8993011518203945,0.033162536913796295
xgboost,53,0.899978931908119,0.032305971549877154
xgboost,54,0.8952186131139707,0.03525747667540909
xgboost,55,0.8958883599809603,0.03673566587490496
xgboost,56,0.8943215308771775,0.03741066661355841
xgboost,57,0.8595968490930523,0.05112481346830538
xgboost,58,0.8994698741010453,0.032217965883754966
xgboost,59,0.89495175115783,0.03333702695815522
xgboost,60,0.8954831883986796,0.03397120247667531
xgboost,61,0.89818762776678,0.03251600256509575
xgboost,62,0.8992350556852763,0.03400881130912972
xgboost,63,0.8961345081414821,0.033503497353472654
xgboost,64,0.897535104361757,0.03675767263749147
xgboost,65,0.8988060603025424,0.032593413653803166
xgboost,66,0.8883485268838699,0.04088467281885155
xgboost,67,0.8988855766052664,0.03205952744877483
xgboost,68,0.8910708429113228,0.03642106979963687
xgboost,69,0.8920800189189603,0.036545847073340756
xgboost,70,0.8944150030787428,0.03308313972389347
xgboost,71,0.8996409760210602,0.03134216800311991
xgboost,72,0.896004148925001,0.031598994188184716
xgboost,73,0.8955785675363579,0.03336188103307675
xgboost,74,0.8950224341895053,0.035661973990498766
xgboost,75,0.8965988117414574,0.03719127959769874
xgboost,76,0.8999365874726223,0.031194242754008113
xgboost,77,0.8986560645332624,0.03362811464956406
xgboost,78,0.8940509364971609,0.03591936684067629
xgboost,79,0.8949961293305077,0.03355335620028825
xgboost,80,0.8963193597231923,0.03513059147153535
xgboost,81,0.8996717058389493,0.03413184979714165
xgboost,82,0.8979392215850017,0.03399141169700543
xgboost,83,0.8937062463579577,0.03471186346245209
xgboost,84,0.8998201513171834,0.03526494404116555
xgboost,85,0.8912341049229573,0.036129781079661485
xgboost,86,0.9014222603326469,0.03339360171011477
xgboost,87,0.8979972946993822,0.0331505975385641
xgboost,88,0.8992889250160037,0.0318411062099971
xgboost,89,0.8970603071880934,0.03404584953725458
xgboost,90,0.8953189137594408,0.0326930594477839
xgboost,91,0.9005215032781695,0.03380947301379984
xgboost,92,0.8978961044483565,0.032806708879416745
xgboost,93,0.8913361489142038,0.03533594661114357
xgboost,94,0.8984263547368043,0.032507165595391976
xgboost,95,0.8993751235011589,0.0319527277855813
xgboost,96,0.8953630030907768,0.034507876083789094
xgboost,97,0.8972945097540721,0.03269852540600682
xgboost,98,0.8945069121377077,0.03595480683773499
xgboost,99,0.8938579690708387,0.03453211462981901
svm,0,0.7971018239063838,0.06390764781945656
svm,1,0.49622641509433957,0.00462167875996826
svm,2,0.6688359849769983,0.045636746824960654
svm,3,0.49622641509433957,0.00462167875996826
svm,4,0.49622641509433957,0.00462167875996826
svm,5,0.5991738579150651,0.011183677682240824
svm,6,0.706923407130683,0.06009364259483397
svm,7,0.8320725584529001,0.06293384969630543
svm,8,0.49622641509433957,0.00462167875996826
svm,9,0.5489096716189419,0.03208510323937195
svm,10,0.8319335305360942,0.06300430692890245
svm,11,0.8319335305360942,0.06300430692890245
svm,12,0.8319335305360942,0.06300430692890245
svm,13,0.8379009448267632,0.037482779981694934
svm,14,0.8380593400062004,0.036420584408917364
svm,15,0.8387410549623755,0.0363344600901403
svm,16,0.7748564871618411,0.05015623271167338
svm,17,0.8382053233749167,0.037206937004899465
svm,18,0.8524745557473581,0.02797315090272104
svm,19,0.7748564871618411,0.05015623271167338
svm,20,0.8602215320169202,0.059242506300073494
svm,21,0.7960582145449325,0.051245493614022114
svm,22,0.8436867220269642,0.05008973208725477
svm,23,0.8441804453911118,0.0592824279855655
svm,24,0.8678111610716319,0.04839303526100887
svm,25,0.7411319938661013,0.03842590754655451
svm,26,0.7969558525305076,0.0559968497216763
svm,27,0.8530732643675197,0.051348296909300456
svm,28,0.8549736967505683,0.05883327537391159
svm,29,0.6860895100897965,0.03600917042026043
svm,30,0.8363672701378994,0.0385371814164286
svm,31,0.8477270795483767,0.0677243613461901
svm,32,0.7891588929486263,0.0775988128484591
svm,33,0.8700529178949579,0.05028565141920207
svm,34,0.8000937604600484,0.042327216648125984
svm,35,0.7914480104262651,0.08053892415779372
svm,36,0.8721873644708185,0.046152265922863686
svm,37,0.6282789817555183,0.04781968129836467
svm,38,0.7889036716039368,0.050021354935467104
svm,39,0.8507657733352441,0.059915667287086305
svm,40,0.7347356463104193,0.04051175059842591
svm,41,0.8511809649170348,0.053691486400600355
svm,42,0.8154219675532147,0.059190629645009984
svm,43,0.8745687271923346,0.04617541899144599
svm,44,0.8458120611299871,0.055553331919185385
svm,45,0.8133270939821772,0.06880690085500958
svm,46,0.7969558525305076,0.0559968497216763
svm,47,0.7969558525305076,0.0559968497216763
svm,48,0.8700335242639057,0.042766104125939036
svm,49,0.8516466479946552,0.054936122041978785
svm,50,0.7764460106048254,0.05448519934661618
svm,51,0.8687101354416742,0.04256293372774933
svm,52,0.8766287775917403,0.04511224656858196
svm,53,0.8902639329095269,0.048414270404611014
svm,54,0.8647583137538384,0.044396161865243984
svm,55,0.8319335305360942,0.06300430692890245
svm,56,0.8355839992529631,0.050864565599377555
svm,57,0.8280862197729331,0.05492731636616447
svm,58,0.8210655935375109,0.057334075468999324
svm,59,0.6859613049615912,0.036049632462111715
svm,60,0.8319335305360942,0.06300430692890245
svm,61,0.8777209076112472,0.04462122316357666
svm,62,0.8910019823994337,0.04820183634807688
svm,63,0.8822338191671344,0.054682914801918295
svm,64,0.8915673270753592,0.04902321851662472
svm,65,0.8575523004728517,0.04106050404637734
svm,66,0.8851167162591489,0.05073109844280743
svm,67,0.8844787778549732,0.051142637631849036
svm,68,0.85963868410156,0.04336341346865677
svm,69,0.83680143442038,0.0460012318898507
svm,70,0.8319335305360942,0.06300430692890245
svm,71,0.8911713994735493,0.049509480087536535
svm,72,0.8886652894441175,0.051631656776115274
svm,73,0.8760355535536742,0.041136795248977696
svm,74,0.8819021184977732,0.05205276086476575
svm,75,0.8219057690050431,0.05399821733399131
svm,76,0.49622641509433957,0.00462167875996826
svm,77,0.7423800698152218,0.03736603244911392
svm,78,0.8810925339146328,0.04795225389647777
svm,79,0.8319335305360942,0.06300430692890245
svm,80,0.8247292638929208,0.055428515868981336
svm,81,0.8832883300200838,0.05561517693380008
svm,82,0.882445373797126,0.05293966403668121
svm,83,0.8240751850332841,0.04977791912628671
svm,84,0.8618636880901411,0.05084887138036875
svm,85,0.875141203130342,0.04288397302844577
svm,86,0.8598069900351042,0.041479431069415644
svm,87,0.8319335305360942,0.06300430692890245
svm,88,0.8319335305360942,0.06300430692890245
svm,89,0.8065829425065113,0.05625656623006578
svm,90,0.6897066599158098,0.03080996835661537
svm,91,0.8873857639731393,0.05113520594793527
svm,92,0.8548089387643294,0.042205561798575215
svm,93,0.8587985293859377,0.05203473618571277
svm,94,0.8907401233857174,0.04786119369948316
svm,95,0.8900992366124993,0.049561664681321706
svm,96,0.8759501998447163,0.05352373176638074
svm,97,0.8907163825476239,0.0472175873027271
svm,98,0.8698055521633845,0.042374740908427806
svm,99,0.8318792804454034,0.0565373090583665
logistic_regression,0,0.8118297623532748,0.0801726023201726
logistic_regression,1,0.8185517829136657,0.06815459110487483
logistic_regression,2,0.8399198100556303,0.06803638116812828
logistic_regression,3,0.8925364309876777,0.050047010016503884
logistic_regression,4,0.8926297605180069,0.0504120229739985
logistic_regression,5,0.8198755978051556,0.07245258355550015
logistic_regression,6,0.8028306510622396,0.09320086957805189
logistic_regression,7,0.8170151352040641,0.06840334212291552
logistic_regression,8,0.8066683493496687,0.08266102779202163
logistic_regression,9,0.8394566508450518,0.07160718720766339
logistic_regression,10,0.87260062485155,0.04636065170708879
logistic_regression,11,0.8928628620387844,0.051513338804718284
logistic_regression,12,0.8936973129142487,0.05071836231317363
logistic_regression,13,0.885533096894982,0.05177707319728417
logistic_regression,14,0.8898164030440994,0.04760844863746812
logistic_regression,15,0.8860010210286167,0.051688878717702114
logistic_regression,16,0.8779398832542284,0.051539658223360346
logistic_regression,17,0.8894494857790335,0.05180900872643781
logistic_regression,18,0.8784389688193903,0.04874466387562389
logistic_regression,19,0.8799605754552807,0.05112424602886143
logistic_regression,20,0.8911325844416776,0.05393854666566587
logistic_regression,21,0.8920603402487259,0.048936813862819555
logistic_regression,22,0.8937171790779056,0.05094384380247253
logistic_regression,23,0.8926064517823742,0.051491510507225925
logistic_regression,24,0.8812986643998448,0.047565899491068694
logistic_regression,25,0.8594072433942695,0.059339724445485076
logistic_regression,26,0.8926673066086351,0.05109699547603235
logistic_regression,27,0.881215706978914,0.052178553292474866
logistic_regression,28,0.8876658478704765,0.048396118191761636
logistic_regression,29,0.8812986643998448,0.047565899491068694
logistic_regression,30,0.8929965644453153,0.05073153301822024
logistic_regression,31,0.8934639811618725,0.05095520773156397
logistic_regression,32,0.8857785953663274,0.051843695030668845
logistic_regression,33,0.8869183927896287,0.05092629066134516
logistic_regression,34,0.858921107282943,0.06113109858258725
logistic_regression,35,0.8929965644453153,0.05073153301822024
logistic_regression,36,0.8923598580117684,0.049964894758794474
logistic_regression,37,0.865177709826186,0.05751797155471068
logistic_regression,38,0.8838749914364052,0.04957204963640409
logistic_regression,39,0.8920239428567468,0.05020900703926551
logistic_regression,40,0.8881791876749816,0.051077895120815724
logistic_regression,41,0.8924133463181502,0.05292335528690881
logistic_regression,42,0.8926089736032319,0.049990557996427314
logistic_regression,43,0.7988155723460382,0.08837626468825209
logistic_regression,44,0.8928898696031581,0.048822504493719984
logistic_regression,45,0.8926331707979752,0.05066651439036944
logistic_regression,46,0.8914937150031456,0.05344969420276744
logistic_regression,47,0.8905555873730874,0.04680942194209228
logistic_regression,48,0.8812625468654829,0.04859482929245031
logistic_regression,49,0.8224616341554682,0.07543810175293499
logistic_regression,50,0.8860954460438559,0.051816522128591176
logistic_regression,51,0.8919362240787617,0.04992336879292821
logistic_regression,52,0.8914680381596247,0.04950402755505241
logistic_regression,53,0.8936973129142487,0.05071836231317363
logistic_regression,54,0.892802279794294,0.05162981523956812
logistic_regression,55,0.8874004116864421,0.051493739612616565
logistic_regression,56,0.8932868881900985,0.050390104286790374
logistic_regression,57,0.8884146596377542,0.04981943758314388
logistic_regression,58,0.8923430542704953,0.05047240034423917
logistic_regression,59,0.8845844310569158,0.04995517822570437
logistic_regression,60,0.8767584667780767,0.05108057170793449
logistic_regression,61,0.8937171790779056,0.05094384380247253
logistic_regression,62,0.8932076013338304,0.05094826810900502
logistic_regression,63,0.8911184883307592,0.05301307827325155
logistic_regression,64,0.8931894714456229,0.05038941816283948
logistic_regression,65,0.8903109883938887,0.053309718079577816
logistic_regression,66,0.8899676250468964,0.0473474026168751
logistic_regression,67,0.8925131197547737,0.05029840407904664
logistic_regression,68,0.8932275659371282,0.05122343183585217
logistic_regression,69,0.8897986077907012,0.04960591084764957
logistic_regression,70,0.8856836732189807,0.052580131268439016
logistic_regression,71,0.8916649905313389,0.052944323137508915
logistic_regression,72,0.8874494341325379,0.05088253807329116
logistic_regression,73,0.8932076013338304,0.05094826810900502
logistic_regression,74,0.8932332508358479,0.050704382622337396
logistic_regression,75,0.8937171790779056,0.05094384380247253
logistic_regression,76,0.8932868881900985,0.050390104286790374
logistic_regression,77,0.8927466404836741,0.04859859234068336
logistic_regression,78,0.8927101282581491,0.05003530129397636
logistic_regression,79,0.892541779143116,0.05071679450936954
logistic_regression,80,0.8901495523876779,0.0531318814688673
logistic_regression,81,0.8930380413813792,0.05083437430975506
logistic_regression,82,0.8926297605180069,0.0504120229739985
logistic_regression,83,0.8932338693932993,0.05097726298268902
logistic_regression,84,0.8922737786828139,0.04897195522259655
logistic_regression,85,0.8928784369310929,0.0507852654178574
logistic_regression,86,0.8661500040257749,0.05613805146395493
logistic_regression,87,0.8893179549043786,0.0473909830217177
logistic_regression,88,0.8727562113906326,0.0471006000343045
logistic_regression,89,0.893299777549393,0.05125103519505947
logistic_regression,90,0.8911556043097857,0.05406060894809381
logistic_regression,91,0.8934639811618725,0.05095520773156397
logistic_regression,92,0.8872479766394136,0.05051566238282847
logistic_regression,93,0.8923525239538609,0.05073189412275506
logistic_regression,94,0.8937576432741808,0.04679995193234196
logistic_regression,95,0.8930269392848201,0.048031026912404816
logistic_regression,96,0.8926297605180069,0.0504120229739985
logistic_regression,97,0.892562336311823,0.04893552209163666
logistic_regression,98,0.892802279794294,0.05162981523956812
logistic_regression,99,0.8907361221589195,0.05306443946734781
